SpeciesCommonName,ScientificName,Type,RiskName,RiskIndex,,,,
Orange-crowned Oriole,Icterus auricapillus,landbird,Mink,0.58,,,,
Yellow-tailed Oriole,Icterus mesomelas,landbird,Cats,0.85,,,,
Streak-backed Oriole,Icterus pustulatus,landbird,Eagles,0.35,,,,
Bullock's Oriole,Icterus bullockii,landbird,Weasels,0.04,,,,
Orange Oriole,Icterus auratus,landbird,Snakes,0.84,,,,
Spot-breasted Oriole,Icterus pectoralis,landbird,Mink,0.23,,,,
Altamira Oriole,Icterus gularis,landbird,Raccoons,0.21,,,,
Tricolored Blackbird,Agelaius tricolor,landbird,Ferrets,0.28,,,,
Shiny Cowbird,Molothrus bonariensis,landbird,Eagles,0.49,,,,
Bronzed Cowbird,Molothrus aeneus,landbird,Snakes,0.85,,,,
Brown-headed Cowbird,Molothrus ater,landbird,Stoats,0.07,,,,
Giant Cowbird,Molothrus oryzivorus,landbird,Weasels,0.97,,,,
Melodious Blackbird,Dives dives,landbird,Raccoons,0.53,,,,
Rusty Blackbird,Euphagus carolinus,landbird,Cats,0.61,,,,
Brewer's Blackbird,Euphagus cyanocephalus,landbird,Weasels,0.45,,,,
Common Grackle,Quiscalus quiscula,landbird,Cats,0.09,,,,
Boat-tailed Grackle,Quiscalus major,landbird,Snakes,0.34,,,,
Great-tailed Grackle,Quiscalus mexicanus,landbird,Raccoons,0.5,,,,
Nicaraguan Grackle,Quiscalus nicaraguensis,landbird,Stoats,0.46,,,,
Yellow-hooded Blackbird,Chrysomus icterocephalus,landbird,Stoats,0.3,,,,
Ovenbird,Seiurus aurocapilla,landbird,Snakes,0.17,,,,
Worm-eating Warbler,Helmitheros vermivorum,landbird,Snakes,0.16,,,,
Louisiana Waterthrush,Parkesia motacilla,landbird,Eagles,0.65,,,,
Northern Waterthrush,Parkesia noveboracensis,landbird,Ferrets,0.65,,,,
Golden-winged Warbler,Vermivora chrysoptera,landbird,Weasels,0.92,,,,
Blue-winged Warbler,Vermivora cyanoptera,landbird,Mink,0.45,,,,
Black-and-white Warbler,Mniotilta varia,landbird,Ferrets,0.85,,,,
Prothonotary Warbler,Protonotaria citrea,landbird,Eagles,0.8,,,,
Swainson's Warbler,Limnothlypis swainsonii,landbird,Snakes,0.81,,,,
Crescent-chested Warbler,Oreothlypis superciliosa,landbird,Cats,0.58,,,,
Flame-throated Warbler,Oreothlypis gutturalis,landbird,Snakes,0.52,,,,
Tennessee Warbler,Leiothlypis peregrina,landbird,Ferrets,0.24,,,,
Orange-crowned Warbler,Leiothlypis celata,landbird,Mink,0.51,,,,
Colima Warbler,Leiothlypis crissalis,landbird,Snakes,0.79,,,,
Lucy's Warbler,Leiothlypis luciae,landbird,Ferrets,0.48,,,,
Nashville Warbler,Leiothlypis ruficapilla,landbird,Raccoons,0.66,,,,
Virginia's Warbler,Leiothlypis virginiae,landbird,Eagles,0.16,,,,
Connecticut Warbler,Oporornis agilis,landbird,Mink,0.07,,,,
Gray-crowned Yellowthroat,Geothlypis poliocephala,landbird,Cats,0.98,,,,
MacGillivray's Warbler,Geothlypis tolmiei,landbird,Mink,0.11,,,,
Mourning Warbler,Geothlypis philadelphia,landbird,Stoats,0.94,,,,
Kentucky Warbler,Geothlypis formosa,landbird,Eagles,0.41,,,,
Olive-crowned Yellowthroat,Geothlypis semiflava,landbird,Weasels,0.92,,,,
Black-polled Yellowthroat,Geothlypis speciosa,landbird,Stoats,0.22,,,,
Belding's Yellowthroat,Geothlypis beldingi,landbird,Weasels,0.01,,,,
Altamira Yellowthroat,Geothlypis flavovelata,landbird,Cats,0.35,,,,
Common Yellowthroat,Geothlypis trichas,landbird,Eagles,0,,,,
Hooded Yellowthroat,Geothlypis nelsoni,landbird,Eagles,0.88,,,,
Hooded Warbler,Setophaga citrina,landbird,Mink,0.03,,,,
American Redstart,Setophaga ruticilla,landbird,Weasels,0.03,,,,
Magnolia Warbler,Setophaga magnolia,landbird,Ferrets,0.7,,,,
Bay-breasted Warbler,Setophaga castanea,landbird,Raccoons,0.42,,,,
Blackburnian Warbler,Setophaga fusca,landbird,Raccoons,0.61,,,,
Yellow Warbler,Setophaga petechia,landbird,Raccoons,0.63,,,,
Chestnut-sided Warbler,Setophaga pensylvanica,landbird,Weasels,0.63,,,,
Blackpoll Warbler,Setophaga striata,landbird,Snakes,0.84,,,,
Black-throated Blue Warbler,Setophaga caerulescens,landbird,Eagles,0.44,,,,
Palm Warbler,Setophaga palmarum,landbird,Snakes,0.03,,,,
Pine Warbler,Setophaga pinus,landbird,Mink,0.01,,,,
Yellow-rumped Warbler,Setophaga coronata,landbird,Weasels,0.4,,,,
Yellow-throated Warbler,Setophaga dominica,landbird,Snakes,0.13,,,,
Vitelline Warbler,Setophaga vitellina,landbird,Ferrets,0.5,,,,
Prairie Warbler,Setophaga discolor,landbird,Raccoons,0.17,,,,
Grace's Warbler,Setophaga graciae,landbird,Mink,0.4,,,,
Black-throated Gray Warbler,Setophaga nigrescens,landbird,Snakes,0.11,,,,
Townsend's Warbler,Setophaga townsendi,landbird,Weasels,0.45,,,,
Hermit Warbler,Setophaga occidentalis,landbird,Eagles,0.49,,,,
Golden-cheeked Warbler,Setophaga chrysoparia,landbird,Weasels,0.17,,,,
Black-throated Green Warbler,Setophaga virens,landbird,Weasels,0.87,,,,
Buff-rumped Warbler,Myiothlypis fulvicauda,landbird,Snakes,0.61,,,,
Fan-tailed Warbler,Basileuterus lachrymosus,landbird,Ferrets,0.08,,,,
Rufous-capped Warbler,Basileuterus rufifrons,landbird,Raccoons,0.39,,,,
Chestnut-capped Warbler,Basileuterus delattrii,landbird,Ferrets,0.79,,,,
Black-cheeked Warbler,Basileuterus melanogenys,landbird,Stoats,0.3,,,,
Pirre Warbler,Basileuterus ignotus,landbird,Mink,0.79,,,,
Golden-browed Warbler,Basileuterus belli,landbird,Cats,0.3,,,,
Golden-crowned Warbler,Basileuterus culicivorus,landbird,Weasels,0,,,,
Costa Rican Warbler,Basileuterus melanotis,landbird,Snakes,1,,,,
Tacarcuna Warbler,Basileuterus tacarcunae,landbird,Mink,0.43,,,,
Canada Warbler,Cardellina canadensis,landbird,Weasels,0.01,,,,
Wilson's Warbler,Cardellina pusilla,landbird,Stoats,0.97,,,,
Red-faced Warbler,Cardellina rubrifrons,landbird,Mink,0.7,,,,
Red Warbler,Cardellina rubra,landbird,Cats,1,,,,
Pink-headed Warbler,Cardellina versicolor,landbird,Weasels,0.23,,,,
Painted Redstart,Myioborus pictus,landbird,Mink,0.1,,,,
Slate-throated Redstart,Myioborus miniatus,landbird,Weasels,0.17,,,,
Collared Redstart,Myioborus torquatus,landbird,Eagles,0.7,,,,
Rose-throated Tanager,Piranga roseogularis,landbird,Stoats,0.91,,,,
Hepatic Tanager,Piranga flava,landbird,Snakes,0.64,,,,
Summer Tanager,Piranga rubra,landbird,Stoats,0.42,,,,
Scarlet Tanager,Piranga olivacea,landbird,Raccoons,0.47,,,,
Western Tanager,Piranga ludoviciana,landbird,Stoats,0.89,,,,
Flame-colored Tanager,Piranga bidentata,landbird,Weasels,0.32,,,,
White-winged Tanager,Piranga leucoptera,landbird,Ferrets,0.36,,,,
Red-headed Tanager,Piranga erythrocephala,landbird,Ferrets,0.18,,,,
Red-crowned Ant-Tanager,Habia rubica,landbird,Stoats,0.94,,,,
Red-throated Ant-Tanager,Habia fuscicauda,landbird,Cats,0.55,,,,
Black-cheeked Ant-Tanager,Habia atrimaxillaris,landbird,Eagles,0.82,,,,
Carmiol's Tanager,Chlorothraupis carmioli,landbird,Eagles,0.86,,,,
Lemon-spectacled Tanager,Chlorothraupis olivacea,landbird,Stoats,0.05,,,,
Black-faced Grosbeak,Caryothraustes poliogaster,landbird,Snakes,0.1,,,,
Yellow-green Grosbeak,Caryothraustes canadensis,landbird,Cats,0.25,,,,
Crimson-collared Grosbeak,Rhodothraupis celaeno,landbird,Eagles,0.76,,,,
Northern Cardinal,Cardinalis cardinalis,landbird,Weasels,0.84,,,,
Pyrrhuloxia,Cardinalis sinuatus,landbird,Raccoons,0.13,,,,
Yellow Grosbeak,Pheucticus chrysopeplus,landbird,Raccoons,0.8,,,,
Black-thighed Grosbeak,Pheucticus tibialis,landbird,Snakes,0.56,,,,
Rose-breasted Grosbeak,Pheucticus ludovicianus,landbird,Snakes,0.85,,,,
Black-headed Grosbeak,Pheucticus melanocephalus,landbird,Snakes,0.52,,,,
Red-breasted Chat,Granatellus venustus,landbird,Stoats,0.29,,,,
Gray-throated Chat,Granatellus sallaei,landbird,Weasels,0.65,,,,
Blue Seedeater,Amaurospiza concolor,landbird,Cats,0.64,,,,
Blue-black Grosbeak,Cyanoloxia cyanoides,landbird,Stoats,0.12,,,,
Blue Bunting,Cyanocompsa parellina,landbird,Cats,0.78,,,,
Blue Grosbeak,Passerina caerulea,landbird,Cats,0.32,,,,
Lazuli Bunting,Passerina amoena,landbird,Raccoons,0.55,,,,
Indigo Bunting,Passerina cyanea,landbird,Eagles,0.42,,,,
Rose-bellied Bunting,Passerina rositae,landbird,Raccoons,0.2,,,,
Orange-breasted Bunting,Passerina leclancherii,landbird,Ferrets,0.75,,,,
Varied Bunting,Passerina versicolor,landbird,Weasels,0.72,,,,
Painted Bunting,Passerina ciris,landbird,Eagles,0.81,,,,
Dickcissel,Spiza americana,landbird,Cats,0.24,,,,
Dusky-faced Tanager,Mitrospingus cassinii,landbird,Weasels,0.61,,,,
Blue-and-gold Tanager,Bangsia arcaei,landbird,Stoats,0.73,,,,
Speckled Tanager,Ixothraupis guttata,landbird,Eagles,0.46,,,,
Gray-and-gold Tanager,Poecilostreptus palmeri,landbird,Ferrets,0.95,,,,
Azure-rumped Tanager,Poecilostreptus cabanisi,landbird,Mink,0.94,,,,
Blue-gray Tanager,Thraupis episcopus,landbird,Weasels,0.94,,,,
Yellow-winged Tanager,Thraupis abbas,landbird,Mink,0.25,,,,
Palm Tanager,Thraupis palmarum,landbird,Mink,0.25,,,,
Golden-hooded Tanager,Stilpnia larvata,landbird,Eagles,0.1,,,,
Green-naped Tanager,Tangara fucosa,landbird,Eagles,0.63,,,,
Spangle-cheeked Tanager,Tangara dowii,landbird,Eagles,0.21,,,,
Plain-colored Tanager,Tangara inornata,landbird,Raccoons,0.09,,,,
Rufous-winged Tanager,Tangara lavinia,landbird,Eagles,0.66,,,,
Bay-headed Tanager,Tangara gyrola,landbird,Weasels,0.28,,,,
Emerald Tanager,Tangara florida,landbird,Cats,0.1,,,,
Silver-throated Tanager,Tangara icterocephala,landbird,Weasels,0.69,,,,
White-eared Conebill,Conirostrum leucogenys,landbird,Eagles,0.61,,,,
Saffron Finch,Sicalis flaveola,landbird,Snakes,0.54,,,,
Grassland Yellow-Finch,Sicalis luteola,landbird,Ferrets,0.5,,,,
Slaty Finch,Haplospiza rustica,landbird,Snakes,0.35,,,,
Peg-billed Finch,Acanthidops bairdi,landbird,Weasels,0.4,,,,
Cinnamon-bellied Flowerpiercer,Diglossa baritula,landbird,Ferrets,0.7,,,,
Slaty Flowerpiercer,Diglossa plumbea,landbird,Cats,0.88,,,,
Green Honeycreeper,Chlorophanes spiza,landbird,Mink,0.73,,,,
Black-and-yellow Tanager,Chrysothlypis chrysomelas,landbird,Ferrets,0.31,,,,
Sulphur-rumped Tanager,Heterospingus rubrifrons,landbird,Snakes,0.18,,,,
Scarlet-browed Tanager,Heterospingus xanthopygius,landbird,Mink,0.7,,,,
Yellow-backed Tanager,Hemithraupis flavicollis,landbird,Cats,0.27,,,,
Blue-black Grassquit,Volatinia jacarina,landbird,Weasels,0.64,,,,
Gray-headed Tanager,Eucometis penicillata,landbird,Weasels,0.1,,,,
White-shouldered Tanager,Loriotus luctuosus,landbird,Cats,0.05,,,,
Tawny-crested Tanager,Tachyphonus delatrii,landbird,Cats,0.98,,,,
White-lined Tanager,Tachyphonus rufus,landbird,Mink,0.58,,,,
Black-throated Shrike-Tanager,Lanio aurantius,landbird,Eagles,0.64,,,,
White-throated Shrike-Tanager,Lanio leucothorax,landbird,Snakes,0.72,,,,
Crimson-collared Tanager,Ramphocelus sanguinolentus,landbird,Snakes,0.25,,,,
Flame-rumped Tanager,Ramphocelus flammigerus,landbird,Snakes,0.53,,,,
Scarlet-rumped Tanager,Ramphocelus passerinii,landbird,Stoats,0.99,,,,
Crimson-backed Tanager,Ramphocelus dimidiatus,landbird,Ferrets,0.66,,,,
Swallow Tanager,Tersina viridis,landbird,Raccoons,0.13,,,,
Cinnamon-bellied Saltator,Saltator grandis,landbird,Stoats,0.38,,,,
Streaked Saltator,Saltator striatipectus,landbird,Ferrets,0.74,,,,
Tufted Puffin,Fratercula cirrhata,waterbird,Opossums,0.91,,,,
Black-legged Kittiwake,Rissa tridactyla,waterbird,Snakes,0.68,,,,
Red-legged Kittiwake,Rissa brevirostris,waterbird,Coyotes,0.31,,,,
Ivory Gull,Pagophila eburnea,waterbird,Coyotes,0.53,,,,
Pacific Loon,Gavia pacifica,waterbird,Snakes,0.02,,,,
Common Loon,Gavia immer,waterbird,Opossums,0.96,,,,
Yellow-billed Loon,Gavia adamsii,waterbird,Opossums,0.84,,,,
Laysan Albatross,Phoebastria immutabilis,waterbird,Snakes,0.02,,,,
Short-tailed Shearwater,Ardenna tenuirostris,waterbird,Coyotes,0.21,,,,
Sooty Shearwater,Ardenna grisea,waterbird,Coyotes,0.82,,,,
Great Shearwater,Ardenna gravis,waterbird,Snakes,0.2,,,,
Pink-footed Shearwater,Ardenna creatopus,waterbird,Coyotes,0.25,,,,
Flesh-footed Shearwater,Ardenna carneipes,waterbird,Foxes,0.42,,,,
Nazca Booby,Sula granti,waterbird,Coyotes,0.67,,,,
Blue-footed Booby,Sula nebouxii,waterbird,Snakes,0.31,,,,
Brown Booby,Sula leucogaster,waterbird,Foxes,0.32,,,,
Red-footed Booby,Sula sula,waterbird,Foxes,0.24,,,,
Northern Gannet,Morus bassanus,waterbird,Snakes,0.22,,,,
Anhinga,Anhinga anhinga,waterbird,Opossums,0.33,,,,
Brandt's Cormorant,Urile penicillatus,waterbird,Coyotes,0.37,,,,
Red-faced Cormorant,Urile urile,waterbird,Foxes,0.92,,,,
Pelagic Cormorant,Urile pelagicus,waterbird,Opossums,0.67,,,,
Snowy Egret,Egretta thula,waterbird,Opossums,0.42,,,,
Little Blue Heron,Egretta caerulea,waterbird,Foxes,0.96,,,,
Tricolored Heron,Egretta tricolor,waterbird,Snakes,0.95,,,,
Reddish Egret,Egretta rufescens,waterbird,Snakes,0.82,,,,
Glossy Ibis,Plegadis falcinellus,waterbird,Snakes,0.64,,,,
White-faced Ibis,Plegadis chihi,waterbird,Snakes,0.82,,,,
Green Ibis,Mesembrinibis cayennensis,waterbird,Opossums,0.88,,,,
Roseate Spoonbill,Platalea ajaja,waterbird,Opossums,0.39,,,,
California Condor,Gymnogyps californianus,landbird,Ferrets,0.33,,,,
King Vulture,Sarcoramphus papa,landbird,Ferrets,0.86,,,,
Black Vulture,Coragyps atratus,landbird,Cats,0.56,,,,
Turkey Vulture,Cathartes aura,landbird,Cats,0.5,,,,
Lesser Yellow-headed Vulture,Cathartes burrovianus,landbird,Mink,0.75,,,,
Osprey,Pandion haliaetus,landbird,Eagles,0.12,,,,
Pearl Kite,Gampsonyx swainsonii,landbird,Weasels,0.93,,,,
White-tailed Kite,Elanus leucurus,landbird,Weasels,0.47,,,,
Hook-billed Kite,Chondrohierax uncinatus,landbird,Weasels,0.51,,,,
Gray-headed Kite,Leptodon cayanensis,landbird,Eagles,0.69,,,,
Black-and-white Hawk-Eagle,Spizaetus melanoleucus,landbird,Weasels,0.89,,,,
Ornate Hawk-Eagle,Spizaetus ornatus,landbird,Weasels,0.99,,,,
Double-toothed Kite,Harpagus bidentatus,landbird,Stoats,0.42,,,,
Northern Harrier,Circus hudsonius,landbird,Eagles,0.7,,,,
Tiny Hawk,Accipiter superciliosus,landbird,Eagles,0.64,,,,
Sharp-shinned Hawk,Accipiter striatus,landbird,Eagles,0.84,,,,
Cooper's Hawk,Accipiter cooperii,landbird,Weasels,0.69,,,,
Bicolored Hawk,Accipiter bicolor,landbird,Eagles,0.5,,,,
Northern Goshawk,Accipiter gentilis,landbird,Cats,0.68,,,,
Bald Eagle,Haliaeetus leucocephalus,landbird,Cats,0.85,,,,
White Hawk,Pseudastur albicollis,landbird,Snakes,0.86,,,,
Semiplumbeous Hawk,Leucopternis semiplumbeus,landbird,Ferrets,0.53,,,,
Gray Hawk,Buteo plagiatus,landbird,Cats,0.43,,,,
Gray-lined Hawk,Buteo nitidus,landbird,Cats,0.3,,,,
Red-shouldered Hawk,Buteo lineatus,landbird,Snakes,0.93,,,,
Bare-shanked Screech-Owl,Megascops clarkii,landbird,Eagles,0.96,,,,
Tropical Screech-Owl,Megascops choliba,landbird,Ferrets,0.85,,,,
Bearded Screech-Owl,Megascops barbarus,landbird,Cats,1,,,,
Pacific Screech-Owl,Megascops cooperi,landbird,Weasels,0.23,,,,
Western Screech-Owl,Megascops kennicottii,landbird,Eagles,0.5,,,,
Boreal Owl,Aegolius funereus,landbird,Cats,0.43,,,,
Northern Saw-whet Owl,Aegolius acadicus,landbird,Stoats,0.98,,,,
Unspotted Saw-whet Owl,Aegolius ridgwayi,landbird,Cats,0.37,,,,
Lattice-tailed Trogon,Trogon clathratus,landbird,Cats,0.45,,,,
Slaty-tailed Trogon,Trogon massena,landbird,Raccoons,0.76,,,,
Blue-capped Motmot,Momotus coeruliceps,landbird,Cats,0.58,,,,
Lesson's Motmot,Momotus lessonii,landbird,Cats,0,,,,
Whooping Motmot,Momotus subrufescens,landbird,Mink,0.93,,,,
Rufous Motmot,Baryphthengus martii,landbird,Weasels,0.25,,,,
Keel-billed Motmot,Electron carinatum,landbird,Ferrets,0.98,,,,
Broad-billed Motmot,Electron platyrhynchum,landbird,Snakes,0.78,,,,
Turquoise-browed Motmot,Eumomota superciliosa,landbird,Stoats,0.7,,,,
Ringed Kingfisher,Megaceryle torquata,landbird,Eagles,0.57,,,,
Belted Kingfisher,Megaceryle alcyon,landbird,Mink,0.01,,,,
Strickland's Woodpecker,Dryobates stricklandi,landbird,Stoats,0.57,,,,
Red-rumped Woodpecker,Dryobates kirkii,landbird,Weasels,0.6,,,,
Rufous-winged Woodpecker,Piculus simplex,landbird,Mink,0.54,,,,
Stripe-cheeked Woodpecker,Piculus callopterus,landbird,Cats,0.43,,,,
Golden-green Woodpecker,Piculus chrysochloros,landbird,Cats,0.31,,,,
Golden-olive Woodpecker,Colaptes rubiginosus,landbird,Ferrets,0.95,,,,
Gray-crowned Woodpecker,Colaptes auricularis,landbird,Weasels,0.71,,,,
Spot-breasted Woodpecker,Colaptes punctigula,landbird,Cats,0.46,,,,
Northern Flicker,Colaptes auratus,landbird,Snakes,0.61,,,,
Gilded Flicker,Colaptes chrysoides,landbird,Cats,0.71,,,,
Cinnamon Woodpecker,Celeus loricatus,landbird,Ferrets,0.39,,,,
Chestnut-colored Woodpecker,Celeus castaneus,landbird,Weasels,0.3,,,,
Lineated Woodpecker,Dryocopus lineatus,landbird,Eagles,0.44,,,,
Pileated Woodpecker,Dryocopus pileatus,landbird,Stoats,0.86,,,,
Crimson-bellied Woodpecker,Campephilus haematogaster,landbird,Raccoons,0.91,,,,
Crimson-crested Woodpecker,Campephilus melanoleucos,landbird,Eagles,0.55,,,,
Pale-billed Woodpecker,Campephilus guatemalensis,landbird,Eagles,0.1,,,,
Ivory-billed Woodpecker,Campephilus principalis,landbird,Mink,0.17,,,,
Imperial Woodpecker,Campephilus imperialis,landbird,Raccoons,1,,,,
Laughing Falcon,Herpetotheres cachinnans,landbird,Ferrets,0.08,,,,
Barred Forest-Falcon,Micrastur ruficollis,landbird,Stoats,0.1,,,,
Slaty-backed Forest-Falcon,Micrastur mirandollei,landbird,Mink,0.47,,,,
Collared Forest-Falcon,Micrastur semitorquatus,landbird,Weasels,0.12,,,,
Red-throated Caracara,Ibycter americanus,landbird,Weasels,0.63,,,,
Crested Caracara,Caracara plancus,landbird,Snakes,0,,,,
Yellow-headed Caracara,Milvago chimachima,landbird,Eagles,0.11,,,,
American Kestrel,Falco sparverius,landbird,Raccoons,0.67,,,,
Merlin,Falco columbarius,landbird,Eagles,0.48,,,,
Aplomado Falcon,Falco femoralis,landbird,Ferrets,0.88,,,,
Bat Falcon,Falco rufigularis,landbird,Mink,0.09,,,,
Orange-breasted Falcon,Falco deiroleucus,landbird,Snakes,0.53,,,,
Bare-necked Umbrellabird,Cephalopterus glabricollis,landbird,Raccoons,0.52,,,,
Lovely Cotinga,Cotinga amabilis,landbird,Mink,0.37,,,,
Turquoise Cotinga,Cotinga ridgwayi,landbird,Weasels,0.88,,,,
Blue Cotinga,Cotinga nattererii,landbird,Weasels,0.03,,,,
Rufous Piha,Lipaugus unirufus,landbird,Raccoons,0.23,,,,
Three-wattled Bellbird,Procnias tricarunculatus,landbird,Eagles,0.22,,,,
Black-tipped Cotinga,Carpodectes hopkei,landbird,Mink,0.04,,,,
Yellow-billed Cotinga,Carpodectes antoniae,landbird,Weasels,0.41,,,,
Snowy Cotinga,Carpodectes nitidus,landbird,Cats,0.32,,,,
Northern Schiffornis,Schiffornis veraepacis,landbird,Eagles,0.39,,,,
Russet-winged Schiffornis,Schiffornis stenorhyncha,landbird,Eagles,0.94,,,,
Speckled Mourner,Laniocera rufescens,landbird,Mink,0.37,,,,
Masked Tityra,Tityra semifasciata,landbird,Ferrets,0.91,,,,
Black-crowned Tityra,Tityra inquisitor,landbird,Stoats,0.04,,,,
Barred Becard,Pachyramphus versicolor,landbird,Stoats,0.97,,,,
Cinereous Becard,Pachyramphus rufus,landbird,Eagles,0.49,,,,
Cinnamon Becard,Pachyramphus cinnamomeus,landbird,Mink,0.47,,,,
White-winged Becard,Pachyramphus polychopterus,landbird,Stoats,0.33,,,,
Black-and-white Becard,Pachyramphus albogriseus,landbird,Weasels,0.3,,,,
Gray-collared Becard,Pachyramphus major,landbird,Stoats,0.7,,,,
Rose-throated Becard,Pachyramphus aglaiae,landbird,Weasels,0.07,,,,
Ochre-bellied Flycatcher,Mionectes oleagineus,landbird,Snakes,0.72,,,,
Sepia-capped Flycatcher,Leptopogon amaurocephalus,landbird,Cats,0.85,,,,
Slaty-capped Flycatcher,Leptopogon superciliaris,landbird,Snakes,0.94,,,,
Yellow-green Tyrannulet,Phylloscartes flavovirens,landbird,Weasels,0.55,,,,
Rufous-browed Tyrannulet,Phylloscartes superciliaris,landbird,Cats,0.14,,,,
Bronze-olive Pygmy-Tyrant,Pseudotriccus pelzelni,landbird,Snakes,0.45,,,,
Black-capped Pygmy-Tyrant,Myiornis atricapillus,landbird,Raccoons,0.64,,,,
Scale-crested Pygmy-Tyrant,Lophotriccus pileatus,landbird,Ferrets,1,,,,
Pale-eyed Pygmy-Tyrant,Lophotriccus pilaris,landbird,Ferrets,0.39,,,,
Northern Bentbill,Oncostoma cinereigulare,landbird,Mink,0.81,,,,
Southern Bentbill,Oncostoma olivaceum,landbird,Cats,0.73,,,,
Slate-headed Tody-Flycatcher,Poecilotriccus sylvia,landbird,Weasels,0.49,,,,
Common Tody-Flycatcher,Todirostrum cinereum,landbird,Snakes,0.38,,,,
Black-headed Tody-Flycatcher,Todirostrum nigriceps,landbird,Weasels,0.99,,,,
Brownish Twistwing,Cnipodectes subbrunneus,landbird,Snakes,0.21,,,,
Eye-ringed Flatbill,Rhynchocyclus brevirostris,landbird,Raccoons,0.02,,,,
Olivaceous Flatbill,Rhynchocyclus olivaceus,landbird,Mink,0.83,,,,
Yellow-olive Flycatcher,Tolmomyias sulphurescens,landbird,Raccoons,0.63,,,,
Yellow-margined Flycatcher,Tolmomyias assimilis,landbird,Snakes,0.63,,,,
Yellow-bellied Tyrannulet,Ornithion semiflavum,landbird,Mink,0.61,,,,
Brown-capped Tyrannulet,Ornithion brunneicapillus,landbird,Eagles,0.09,,,,
Northern Beardless-Tyrannulet,Camptostoma imberbe,landbird,Snakes,0.21,,,,
Southern Beardless-Tyrannulet,Camptostoma obsoletum,landbird,Raccoons,0.8,,,,
Cocos Flycatcher,Nesotriccus ridgwayi,landbird,Eagles,0.96,,,,
Mouse-colored Tyrannulet,Nesotriccus murinus,landbird,Raccoons,0.41,,,,
Yellow Tyrannulet,Capsiempis flaveola,landbird,Stoats,0.86,,,,
Yellow-crowned Tyrannulet,Tyrannulus elatus,landbird,Weasels,0.59,,,,
Forest Elaenia,Myiopagis gaimardii,landbird,Cats,0.31,,,,
Gray Elaenia,Myiopagis caniceps,landbird,Raccoons,0.48,,,,
Greenish Elaenia,Myiopagis viridicata,landbird,Stoats,0.99,,,,
Caribbean Elaenia,Elaenia martinica,landbird,Weasels,0.42,,,,
Yellow-bellied Elaenia,Elaenia flavogaster,landbird,Cats,0.24,,,,
Lesser Elaenia,Elaenia chiriquensis,landbird,Cats,0.62,,,,
Mountain Elaenia,Elaenia frantzii,landbird,Raccoons,0.55,,,,
Torrent Tyrannulet,Serpophaga cinerea,landbird,Ferrets,0.32,,,,
Rough-legged Tyrannulet,Phyllomyias burmeisteri,landbird,Cats,0.25,,,,
Guatemalan Tyrannulet,Zimmerius vilissimus,landbird,Snakes,0.49,,,,
Mistletoe Tyrannulet,Zimmerius parvus,landbird,Ferrets,0.97,,,,
Bright-rumped Attila,Attila spadiceus,landbird,Snakes,0.2,,,,
Choco Sirystes,Sirystes albogriseus,landbird,Weasels,0.09,,,,
Rufous Mourner,Rhytipterna holerythra,landbird,Eagles,0.85,,,,
Yucatan Flycatcher,Myiarchus yucatanensis,landbird,Cats,0.09,,,,
Dusky-capped Flycatcher,Myiarchus tuberculifer,landbird,Raccoons,0.06,,,,
Panama Flycatcher,Myiarchus panamensis,landbird,Raccoons,0.3,,,,
Ash-throated Flycatcher,Myiarchus cinerascens,landbird,Mink,0.98,,,,
Nutting's Flycatcher,Myiarchus nuttingi,landbird,Eagles,0.94,,,,
Great Crested Flycatcher,Myiarchus crinitus,landbird,Eagles,0.64,,,,
Brown-crested Flycatcher,Myiarchus tyrannulus,landbird,Cats,0.55,,,,
Flammulated Flycatcher,Ramphotrigon flammulatum,landbird,Eagles,0.14,,,,
Lesser Kiskadee,Philohydor lictor,landbird,Mink,0.73,,,,
Great Kiskadee,Pitangus sulphuratus,landbird,Weasels,0.06,,,,
Cattle Tyrant,Machetornis rixosa,landbird,Raccoons,0.71,,,,
Boat-billed Flycatcher,Megarynchus pitangua,landbird,Snakes,0.77,,,,
Rusty-margined Flycatcher,Myiozetetes cayanensis,landbird,Mink,0.61,,,,
Dark Pewee,Contopus lugubris,landbird,Snakes,0.05,,,,
Ochraceous Pewee,Contopus ochraceus,landbird,Weasels,0.41,,,,
Western Wood-Pewee,Contopus sordidulus,landbird,Cats,0.68,,,,
Eastern Wood-Pewee,Contopus virens,landbird,Raccoons,0.06,,,,
Tropical Pewee,Contopus cinereus,landbird,Ferrets,0.8,,,,
Black-headed Antthrush,Formicarius nigricapillus,landbird,Ferrets,0.31,,,,
Rufous-breasted Antthrush,Formicarius rufipectus,landbird,Mink,0.81,,,,
Tawny-throated Leaftosser,Sclerurus mexicanus,landbird,Eagles,0.3,,,,
Gray-throated Leaftosser,Sclerurus albigularis,landbird,Cats,0.77,,,,
Scaly-throated Leaftosser,Sclerurus guatemalensis,landbird,Raccoons,0.51,,,,
Northern Barred-Woodcreeper,Dendrocolaptes sanctithomae,landbird,Stoats,1,,,,
Black-banded Woodcreeper,Dendrocolaptes picumnus,landbird,Mink,0.11,,,,
Strong-billed Woodcreeper,Xiphocolaptes promeropirhynchus,landbird,Eagles,0.57,,,,
Cocoa Woodcreeper,Xiphorhynchus susurrans,landbird,Raccoons,0.92,,,,
Ivory-billed Woodcreeper,Xiphorhynchus flavigaster,landbird,Eagles,0.85,,,,
